Product 1,flaxseed laddu - 70 mcg,assortedsouthsnacks,tofu,iron woman power bar,gajar halwa bites,flaxb12cracker,millet and almond bread,assorted karanji,chocolate and peanut brownies,soy and almond curds,maddur vada,masala vada,whole wheat christmas cake,sandwich bread,murukku,dry fruit laddu,muesli loaf,oatsseedcracker,masala peanuts,poha chivda,panir rose gulkhand laddu,peanut cookies,karanji,sesame laddu,date and walnut cookies,assorted sweets traditional,multiseed bun small,potato thick crisps,shenga obbattu - pack of 10,multiseed bun big,peanut butter,chocolate brownie power bar,kodubale,fresh lemon coconut pops,masala cookies,jalapeno sourdough bread,almond butter,jar,nutsandseedmixspicysweet,nipattu,ragi murukku,potato crisps,dark chocolate and orange granola,pro lactation power bar,kaju pista barfi,sub soy and almond curds,flaxseed laddu - 1000 mcg,bhakervadi,date sugar,yellu urundai,almond dark chocolate cake jar,sub tofu,cashewpakoda,assorted sweets exotic,sub flaxseed laddu - 1000 mcg,peanut butter power bar,mathri,kachori,date paste,spiced karanji,badam milk mithai,assortednorthsnacks,chocolate cake,blackstrap molasses,kaju pista butter cookies,oats christmas cake,pomegranate cake jar,cashew cookies,caramel cake jar,assorted snacks festive gift box,olive sourdough bread,mixed millet mixture,dry fruit and nut granola,garlic and chilli cheese cashew,assorted sweets north,chocolate and vanilla marbled cake,assorted milk cashew s,ellu kharjura,kaju elaichi barfi,rose milk almond,soft cookies,tomatomurukku,assorted sweets south,almond butter cookies,pineapple cake,chocolate spread almond,chocolate brownie hearts,oats sourdough bread,citrus truffles,elaichi milk cashew,caramel spread,masoor dal and peanut bread,pomegranate cake,assorted diwali cookies,rose milk cashew,pumpkin seed barfi,roastedpeanutssweet,banana and almond granola,besan laddu,assorted christmas cookies 4 flavours,chocolate spread cashew,jeera pepper cheese cashew,seedai,cashew butter,mango cake jar,chocolate truffles,nut butter bundle,milaguvadai,ulundumurukku,banana and nut muffins - 6 muffins,nutsandseedmixspicyswesaltet-low,assorted butter cookies,north assorted diwali box,caramel blondie power bar,dark chocolate and nut cookies,marbled icing cake,chocolate icing cake,lemon and coconut cookie bars,gingerbread thins,tomato cheese cashew,chocolate karanji,whole wheat payasam balls,chocolate ragi laddu,hazelnut chocolate cake,pineapple icing cake,caramel blondie hearts,banana walnut cake with caramel icing,pineapple cake jar,spicycashews,saltedcashews,pita crunchies,kaju sweet bites,caramel milk almond,garlic tear and share bread,sub 6 flaxseed laddu - cardamom / 1000 mcg,flax crackers,gathiyasticks,regular cheese cashew,almond vanilla cookie,north assorted diwali snacks,caramel cake,verki puri,caramel icing cake,beetroot halwa bites,assortedkidssnacks,kara mixture,warming ginger spiced pops,braided chocolate loaf,baked modak,christmas gift box - 11 varieties,dry fruit butter cookie,caramel milk cashew,kasuri methi naan,ajwain sev,thenga mithai,christmas cake mix oats,garlic naan,christmas taster pack - 11 varieties,chocolate milk cashew,bestseller box,chakkali,diwali peanut chocolate cookie,chocolate paan,garlic and chilli cheese almond,jeera pepper cheese almond,kara sev,coloured mathrikids,hazelnut chocolate icing cake,regular cheese almond,whole wheat mango cake,heart flower icing cake,mango cake,pomegranate icing cake,"cake jar bundle (pomegranate, caramel, pineapple)",christmas cake mix whole wheat,sample box,sub flaxseed laddu - 70 mcg,tomato cheese almond,whole wheat mango cake jar
oatsseedcracker,5.747126436781609,2.2988505747126435,2.2988505747126435,5.747126436781609,0.0,10.344827586206897,0.0,2.2988505747126435,2.2988505747126435,2.2988505747126435,5.747126436781609,8.045977011494253,1.1494252873563218,0.0,1.1494252873563218,0.0,0.0,0.0,1.1494252873563218,2.2988505747126435,1.1494252873563218,6.896551724137931,3.4482758620689653,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,1.1494252873563218,1.1494252873563218,0.0,1.1494252873563218,0.0,0.0,0.0,1.1494252873563218,0.0,1.1494252873563218,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,1.1494252873563218,3.4482758620689653,4.597701149425287,0.0,1.1494252873563218,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2988505747126435,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2988505747126435,0.0,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.0
assorted diwali cookies,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poha chivda,3.571428571428571,1.7857142857142856,0.0,3.571428571428571,1.7857142857142856,0.0,0.0,5.357142857142857,0.0,1.7857142857142856,1.7857142857142856,7.142857142857142,3.571428571428571,1.7857142857142856,0.0,1.7857142857142856,0.0,8.928571428571429,3.571428571428571,0.0,0.0,3.571428571428571,5.357142857142857,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,1.7857142857142856,0.0,0.0,0.0,3.571428571428571,0.0,0.0,1.7857142857142856,8.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,1.7857142857142856,0.0,0.0,1.7857142857142856,0.0,0.0,3.571428571428571,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sesame laddu,28.26086956521739,0.0,0.0,8.695652173913043,0.0,8.695652173913043,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,2.1739130434782608,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,2.1739130434782608,4.3478260869565215,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0
kaju pista barfi,5.555555555555555,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dark chocolate and nut cookies,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christmas taster pack - 11 varieties,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic and chilli cheese cashew,3.7037037037037033,0.0,14.814814814814813,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,3.7037037037037033,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic tear and share bread,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate spread cashew,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaju elaichi barfi,16.666666666666664,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masala vada,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0,5.714285714285714,1.4285714285714286,4.285714285714286,1.4285714285714286,1.4285714285714286,7.142857142857142,0.0,2.857142857142857,0.0,5.714285714285714,4.285714285714286,0.0,5.714285714285714,2.857142857142857,0.0,0.0,1.4285714285714286,2.857142857142857,0.0,0.0,2.857142857142857,4.285714285714286,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,1.4285714285714286,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,4.285714285714286,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaju pista butter cookies,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karanji,14.285714285714285,6.122448979591836,0.0,2.0408163265306123,2.0408163265306123,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,2.0408163265306123,0.0,2.0408163265306123,2.0408163265306123,2.0408163265306123,2.0408163265306123,4.081632653061225,0.0,0.0,4.081632653061225,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,4.081632653061225,2.0408163265306123,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,2.0408163265306123,0.0,4.081632653061225,0.0,0.0,0.0,2.0408163265306123,4.081632653061225,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,2.0408163265306123,0.0,0.0,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kodubale,1.8518518518518516,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,1.8518518518518516,0.0,1.8518518518518516,1.8518518518518516,1.8518518518518516,1.8518518518518516,0.0,14.814814814814813,0.0,0.0,3.7037037037037033,3.7037037037037033,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,3.7037037037037033,1.8518518518518516,0.0,0.0,0.0,1.8518518518518516,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,1.8518518518518516,0.0,0.0,0.0,1.8518518518518516,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,1.8518518518518516,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,1.8518518518518516,1.8518518518518516,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,1.8518518518518516,3.7037037037037033,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0
